1000 175475
0 1 2383
0 2 1892
0 3 8993
1 4 735
3 5 1115
5 6 5416
1 7 6082
1 8 3537
4 9 5774
3 10 5888
8 11 5552
10 12 8044
7 13 4249
5 14 4911
1 15 2829
0 16 5871
15 17 1575
14 18 8209
7 19 8168
2 20 1997
1 21 5207
8 22 9223
22 23 363
9 24 154
19 25 4097
15 26 7292
14 27 3867
22 28 986
0 29 3879
14 30 5277
18 31 1278
10 32 9839
16 33 2305
30 34 6176
17 35 1329
17 36 8385
2 37 6178
16 38 809
11 39 1069
3 40 4455
8 41 3462
41 42 8937
20 43 9742
23 44 7434
28 45 2006
18 46 4357
7 47 1038
42 48 2352
38 49 9341
41 50 423
25 51 9837
24 52 4431
48 53 6437
34 54 6230
51 55 9347
15 56 7236
47 57 1913
3 58 5260
31 59 4647
28 60 1826
48 61 2266
7 62 7666
61 63 8994
43 64 1345
57 65 7925
54 66 4594
55 67 31
46 68 5317
13 69 4597
50 70 7910
5 71 4009
70 72 621
58 73 4290
55 74 1564
48 75 7491
24 76 1553
75 77 633
30 78 1438
76 79 7663
23 80 9717
28 81 8693
1 82 8962
14 83 4333
80 84 5546
9 85 329
31 86 65
81 87 8966
26 88 7212
25 89 2332
15 90 5082
24 91 8710
31 92 9390
9 93 6073
12 94 7136
73 95 6253
71 96 3867
26 97 4206
18 98 6201
49 99 9572
54 100 6395
75 101 2065
87 102 3559
3 103 9147
2 104 9277
98 105 8871
79 106 6709
33 107 4083
53 108 7228
75 109 6547
45 110 7884
47 111 2683
111 112 4782
33 113 2066
13 114 323
46 115 7531
16 116 7171
46 117 2558
36 118 5160
70 119 9885
35 120 2973
88 121 1136
96 122 8398
92 123 3269
82 124 6093
56 125 5371
11 126 1808
88 127 1586
121 128 6654
33 129 9651
101 130 3784
105 131 2734
78 132 5242
58 133 7285
127 134 6214
97 135 4782
129 136 2613
67 137 8154
58 138 1221
106 139 8076
107 140 7450
91 141 2925
112 142 7293
25 143 3294
27 144 8042
120 145 5436
133 146 7747
129 147 2443
61 148 9865
65 149 716
128 150 5734
109 151 7057
130 152 9972
100 153 7258
2 154 9088
61 155 5453
142 156 799
155 157 8713
100 158 5156
148 159 8790
20 160 569
91 161 1932
92 162 514
71 163 3897
135 164 4802
133 165 5417
133 166 2907
20 167 9363
157 168 3631
149 169 4685
151 170 3137
158 171 212
72 172 2561
41 173 8777
46 174 2726
9 175 5640
170 176 163
13 177 5206
6 178 9121
80 179 3763
137 180 4723
119 181 9017
115 182 4003
159 183 7082
46 184 3354
148 185 5294
116 186 1789
107 187 2472
184 188 1249
69 189 3461
128 190 4847
122 191 9908
4 192 5831
115 193 6027
128 194 9096
15 195 4829
78 196 397
40 197 4024
124 198 8713
53 199 99
132 200 4519
119 201 6364
106 202 1456
9 203 4836
120 204 3934
88 205 524
62 206 6788
158 207 9036
185 208 979
135 209 7589
26 210 7381
177 211 4908
120 212 7680
80 213 5489
97 214 890
9 215 8054
133 216 7568
176 217 513
172 218 2929
83 219 4285
144 220 8993
209 221 8610
197 222 4074
181 223 712
219 224 2263
27 225 4854
127 226 3420
59 227 2981
163 228 5280
228 229 1524
26 230 8710
34 231 4062
130 232 7517
217 233 2704
182 234 8414
140 235 3812
205 236 154
18 237 6064
163 238 4222
202 239 2703
205 240 986
110 241 491
43 242 3408
161 243 7557
195 244 6322
35 245 1672
112 246 9243
180 247 1919
91 248 8488
43 249 6365
249 250 4246
175 251 8766
73 252 6821
55 253 106
99 254 5399
85 255 8677
248 256 2032
59 257 2409
176 258 2708
122 259 2272
172 260 8693
22 261 8130
182 262 2443
212 263 1784
114 264 8289
18 265 3596
57 266 4258
118 267 2939
36 268 5700
127 269 1347
102 270 6990
235 271 4991
56 272 5335
226 273 7902
57 274 1429
171 275 3695
106 276 9187
108 277 4819
140 278 9546
40 279 9327
239 280 8032
87 281 4493
67 282 8817
135 283 9368
226 284 8697
138 285 8669
214 286 7085
88 287 3461
230 288 4894
162 289 9393
25 290 8168
146 291 6385
34 292 6425
188 293 9306
26 294 887
227 295 3369
56 296 1788
91 297 562
254 298 4526
75 299 867
182 300 2127
50 301 9445
185 302 1870
261 303 5109
27 304 323
252 305 6775
26 306 6921
305 307 152
264 308 7578
88 309 2587
266 310 8130
236 311 6984
101 312 1283
9 313 7241
138 314 9583
86 315 5290
254 316 2189
253 317 118
62 318 1941
198 319 9883
197 320 5941
242 321 1356
160 322 2146
16 323 4557
237 324 3868
35 325 1706
24 326 5909
210 327 7091
305 328 630
198 329 520
237 330 9817
55 331 512
69 332 1748
2 333 2129
74 334 533
8 335 7357
27 336 2396
285 337 6411
234 338 7007
121 339 5641
82 340 9866
290 341 240
27 342 7887
17 343 7509
17 344 6105
49 345 2664
60 346 373
15 347 4144
54 348 3399
44 349 8193
26 350 8654
271 351 3404
222 352 5841
56 353 9326
191 354 9769
202 355 9869
339 356 1572
156 357 1625
189 358 2230
5 359 501
82 360 5958
127 361 2040
235 362 8072
259 363 2971
44 364 3816
162 365 3936
91 366 2141
246 367 7850
8 368 9633
162 369 349
102 370 3360
214 371 308
76 372 8294
126 373 343
66 374 1485
187 375 1784
297 376 5265
141 377 2039
217 378 9429
68 379 7119
222 380 4398
305 381 9873
223 382 5629
358 383 8101
38 384 3585
312 385 2944
96 386 3103
148 387 35
101 388 3304
224 389 5949
273 390 1890
228 391 4026
267 392 817
157 393 4108
148 394 9342
385 395 3944
245 396 3202
41 397 8745
314 398 8429
166 399 3748
60 400 5747
167 401 743
37 402 7602
7 403 7763
178 404 8292
338 405 4962
12 406 7078
352 407 3809
178 408 1051
210 409 9874
221 410 5435
330 411 6651
281 412 3157
76 413 3202
306 414 7327
119 415 7149
240 416 1731
260 417 6101
340 418 7801
11 419 699
304 420 6604
93 421 5596
319 422 1210
230 423 7078
302 424 6017
138 425 7381
352 426 3072
0 427 2642
67 428 1581
245 429 8846
33 430 1294
278 431 4986
194 432 6576
75 433 5254
118 434 9202
14 435 9627
139 436 274
62 437 356
15 438 6519
303 439 8057
418 440 2389
358 441 6417
71 442 6037
135 443 6583
42 444 5976
270 445 7612
261 446 3105
259 447 5799
171 448 4147
392 449 5073
264 450 2250
383 451 1220
330 452 5840
367 453 1469
250 454 257
100 455 6653
279 456 8508
440 457 7951
311 458 7869
213 459 3208
318 460 1113
216 461 6516
389 462 2884
82 463 8499
123 464 9079
130 465 6430
441 466 5880
319 467 2572
358 468 3951
416 469 4182
5 470 6075
23 471 9325
250 472 4468
298 473 2667
200 474 8873
63 475 4836
467 476 2417
262 477 6743
324 478 8549
457 479 6855
166 480 6255
427 481 9153
159 482 9227
422 483 2965
16 484 7766
366 485 2900
324 486 4801
461 487 8437
411 488 2243
86 489 3601
98 490 3783
294 491 8632
127 492 623
364 493 8089
443 494 8184
121 495 4957
78 496 2828
158 497 3593
314 498 6505
363 499 7859
206 500 5136
450 501 5185
186 502 9640
287 503 5088
18 504 850
171 505 7882
63 506 5097
422 507 8574
364 508 2738
32 509 3764
407 510 9315
10 511 8656
406 512 7776
12 513 3787
