1000 75775
0 1 7389
0 2 5705
0 3 2
0 4 7072
4 5 2209
5 6 6914
3 7 3065
1 8 2988
8 9 9248
1 10 1140
9 11 2945
4 12 5911
9 13 9204
4 14 2436
6 15 3183
5 16 6148
9 17 3587
9 18 1803
16 19 3410
2 20 8404
7 21 5768
11 22 4823
19 23 5072
8 24 3154
22 25 311
16 26 3939
10 27 2091
8 28 3099
22 29 1797
13 30 3325
16 31 4468
16 32 9347
21 33 5543
29 34 3406
7 35 432
15 36 3709
0 37 9087
20 38 8918
28 39 639
16 40 8007
20 41 5142
27 42 9149
30 43 6133
27 44 8678
1 45 3840
8 46 1470
31 47 303
0 48 5103
7 49 4487
14 50 9612
20 51 3929
6 52 3073
28 53 4843
13 54 6271
14 55 1524
15 56 602
34 57 8957
1 58 5568
7 59 6678
28 60 1896
58 61 2974
38 62 4657
29 63 3870
19 64 6693
47 65 2012
49 66 5342
24 67 4289
39 68 6437
54 69 205
51 70 5950
53 71 3632
4 72 5778
20 73 290
7 74 904
27 75 544
24 76 7741
31 77 8778
11 78 449
42 79 5382
40 80 3580
57 81 7637
31 82 5808
79 83 346
37 84 3815
12 85 3691
50 86 5684
61 87 3658
13 88 5221
20 89 2479
64 90 8452
26 91 2420
4 92 9670
83 93 4186
20 94 679
44 95 1084
17 96 4621
44 97 5460
31 98 6642
2 99 5034
76 100 1790
90 101 2388
91 102 5434
19 103 1689
69 104 70
19 105 6749
90 106 1926
45 107 4749
44 108 1138
30 109 9755
81 110 5361
102 111 729
72 112 1321
23 113 4930
23 114 4689
70 115 760
111 116 1308
49 117 4522
25 118 2893
90 119 4802
101 120 6063
45 121 1905
24 122 3465
110 123 9851
84 124 901
60 125 5782
81 126 1009
41 127 8531
71 128 6117
13 129 702
129 130 4467
105 131 9511
28 132 1758
61 133 2378
110 134 5880
133 135 6626
119 136 6216
31 137 5617
37 138 9791
51 139 9256
107 140 7120
88 141 7276
8 142 8379
74 143 2591
25 144 710
112 145 6605
64 146 5285
111 147 2678
82 148 6341
41 149 569
141 150 6671
62 151 7884
112 152 6052
