1000 325025
0 1 1724
0 2 3513
1 3 9855
2 4 7573
0 5 7494
0 6 4728
4 7 4348
6 8 8118
0 9 4509
4 10 7163
7 11 864
8 12 5493
8 13 8051
11 14 9203
0 15 1928
0 16 164
13 17 8409
4 18 5551
10 19 5418
18 20 7946
13 21 1980
6 22 2928
12 23 3530
15 24 9380
2 25 2377
5 26 3512
19 27 3911
27 28 1226
19 29 9088
24 30 5765
27 31 584
17 32 2962
18 33 6807
17 34 4827
34 35 4928
27 36 2046
2 37 714
23 38 6301
20 39 1168
18 40 6571
34 41 1726
35 42 7887
22 43 6567
24 44 2882
28 45 991
42 46 3079
45 47 3845
15 48 8787
13 49 4773
38 50 9956
50 51 2213
11 52 21
13 53 9256
15 54 5913
33 55 3860
48 56 8813
3 57 9799
8 58 6147
48 59 4712
53 60 8563
17 61 665
6 62 9681
24 63 1894
39 64 7960
20 65 9394
22 66 1747
39 67 5379
27 68 1137
63 69 4591
5 70 5480
65 71 8076
19 72 7914
5 73 7174
30 74 9040
8 75 6800
61 76 9589
76 77 2874
62 78 6511
47 79 6427
14 80 1281
68 81 8137
58 82 2234
37 83 865
65 84 1398
77 85 2493
17 86 8589
74 87 7468
47 88 2442
61 89 7915
10 90 6650
36 91 5977
35 92 5084
38 93 9730
22 94 7663
62 95 9149
48 96 9197
60 97 4246
25 98 789
41 99 9886
98 100 1355
82 101 5399
99 102 9220
89 103 8817
33 104 8235
81 105 6473
29 106 2415
3 107 7092
9 108 9263
53 109 3199
23 110 6955
5 111 1415
7 112 9914
101 113 1405
101 114 2296
17 115 2259
18 116 9116
0 117 5787
10 118 604
110 119 1604
98 120 371
107 121 6353
2 122 1714
106 123 3591
12 124 6411
19 125 5607
58 126 5307
60 127 9998
22 128 1465
68 129 2657
12 130 2401
71 131 2610
88 132 3545
88 133 70
121 134 7391
48 135 6225
59 136 1569
85 137 5536
110 138 23
69 139 9288
7 140 8557
56 141 3156
79 142 3956
44 143 3986
1 144 2705
19 145 8573
141 146 4832
50 147 3966
76 148 2663
60 149 7986
56 150 6146
76 151 5829
111 152 2044
18 153 3655
120 154 5649
139 155 22
107 156 844
0 157 7456
60 158 8482
23 159 7818
32 160 8268
87 161 9692
97 162 5783
63 163 3722
161 164 2238
138 165 2502
151 166 9157
124 167 6799
53 168 5806
28 169 5935
158 170 2027
168 171 198
23 172 9597
103 173 48
13 174 8651
151 175 5454
103 176 2459
36 177 8209
85 178 377
36 179 7007
3 180 9573
130 181 5231
161 182 6571
52 183 2852
3 184 8402
83 185 8888
47 186 4584
126 187 9208
9 188 8079
91 189 4952
136 190 9088
159 191 667
93 192 7097
182 193 3925
37 194 6194
32 195 2413
174 196 7492
16 197 2346
28 198 1849
73 199 7787
199 200 1102
100 201 2763
145 202 7188
191 203 2737
69 204 4952
149 205 4214
56 206 5764
140 207 8482
45 208 8300
133 209 9449
43 210 8872
199 211 5123
112 212 3516
186 213 6012
16 214 5533
51 215 1855
39 216 6540
153 217 5759
80 218 3147
49 219 3951
181 220 426
2 221 1457
93 222 3304
26 223 2738
22 224 7218
63 225 9670
208 226 4775
147 227 2413
30 228 9241
157 229 6316
172 230 2346
108 231 6765
131 232 784
14 233 4992
20 234 5800
210 235 9568
92 236 5106
178 237 8454
146 238 8116
95 239 4784
162 240 9706
229 241 474
188 242 5734
37 243 6541
128 244 4901
221 245 8714
137 246 6604
33 247 4326
216 248 6869
240 249 9221
140 250 3659
29 251 5810
37 252 6535
5 253 9691
247 254 2341
207 255 8314
117 256 9952
40 257 1724
181 258 858
38 259 14
189 260 4140
248 261 1979
256 262 949
77 263 3716
28 264 4760
196 265 8335
238 266 5133
186 267 9243
19 268 8430
182 269 9953
128 270 3622
214 271 5327
235 272 3039
24 273 9501
141 274 414
110 275 8244
79 276 3967
5 277 1664
230 278 3407
85 279 2389
120 280 2771
73 281 4589
121 282 7820
108 283 7493
177 284 7614
94 285 9909
268 286 5694
19 287 8226
204 288 1461
75 289 2598
224 290 6781
209 291 4581
239 292 4912
244 293 4061
173 294 7760
148 295 5611
275 296 5425
63 297 609
61 298 7368
31 299 4849
259 300 3648
162 301 4706
98 302 4794
137 303 3042
254 304 580
17 305 8270
157 306 7466
35 307 2733
97 308 6378
284 309 5683
93 310 2242
203 311 9632
229 312 2758
172 313 9147
200 314 905
217 315 7749
178 316 6150
245 317 575
257 318 6892
212 319 8804
119 320 8030
208 321 2254
141 322 5203
217 323 1570
222 324 2189
297 325 3240
150 326 1556
262 327 3489
1 328 6072
174 329 9596
273 330 42
178 331 5147
263 332 4814
225 333 4438
61 334 744
253 335 8024
20 336 2063
282 337 8029
7 338 109
224 339 7302
4 340 1324
122 341 9132
184 342 7210
312 343 4440
96 344 5131
324 345 6264
29 346 8446
258 347 8762
171 348 7127
21 349 1532
17 350 1756
214 351 3335
87 352 3849
92 353 346
12 354 8921
102 355 8052
27 356 8862
200 357 7447
171 358 1170
300 359 2036
247 360 1800
346 361 3404
37 362 8981
60 363 8216
201 364 8776
75 365 6031
109 366 1685
16 367 5240
348 368 8706
195 369 8017
4 370 6294
268 371 5800
224 372 2110
349 373 5465
292 374 7842
60 375 5822
195 376 5136
53 377 2002
119 378 5424
370 379 6043
329 380 1753
345 381 9681
161 382 9142
367 383 6017
210 384 1296
275 385 951
54 386 3179
307 387 722
289 388 6928
147 389 5669
256 390 9364
124 391 1668
262 392 2919
32 393 3327
370 394 3746
62 395 7597
343 396 5154
312 397 3446
36 398 5933
38 399 4733
245 400 9746
308 401 6458
21 402 7265
360 403 2901
128 404 9256
69 405 3271
275 406 9227
241 407 1743
177 408 4627
77 409 4229
72 410 7963
185 411 823
30 412 3675
167 413 7153
231 414 4202
363 415 8414
126 416 3726
132 417 9806
31 418 489
256 419 6425
107 420 6830
371 421 4239
225 422 9210
176 423 3108
79 424 862
55 425 9207
43 426 5567
112 427 933
43 428 8803
258 429 2150
152 430 9410
348 431 4328
393 432 1471
157 433 4039
166 434 8625
236 435 870
356 436 6093
354 437 8831
132 438 4638
229 439 9954
169 440 4217
178 441 4227
321 442 7512
16 443 4944
300 444 7701
286 445 1978
345 446 4127
439 447 8412
0 448 745
161 449 4048
269 450 7938
375 451 5165
14 452 9307
196 453 5642
358 454 2962
184 455 4466
219 456 6591
262 457 7298
339 458 7786
266 459 1114
60 460 4790
282 461 6037
318 462 7644
73 463 4834
318 464 8754
96 465 9904
133 466 3905
425 467 8834
407 468 6855
179 469 1159
193 470 657
303 471 1322
80 472 7944
292 473 810
195 474 7539
395 475 8253
424 476 1023
278 477 1269
62 478 6408
439 479 1673
232 480 6001
302 481 4448
435 482 7011
455 483 5629
322 484 9740
209 485 9813
63 486 3438
260 487 823
246 488 1506
471 489 624
91 490 8795
301 491 9919
222 492 5861
28 493 6850
99 494 274
200 495 7753
155 496 9087
216 497 135
331 498 618
237 499 4544
137 500 7279
6 501 9557
474 502 4805
280 503 5658
191 504 423
318 505 6928
230 506 2720
416 507 8495
170 508 6936
89 509 6885
388 510 9581
82 511 5590
47 512 7461
103 513 144
426 514 5897
416 515 3204
239 516 4995
383 517 7933
216 518 7895
96 519 6305
456 520 853
16 521 1841
512 522 7475
296 523 4154
286 524 2415
103 525 6110
231 526 8047
276 527 5485
240 528 9111
434 529 8737
482 530 8835
293 531 8649
24 532 7698
254 533 3660
414 534 5667
276 535 52
521 536 6506
497 537 8783
286 538 627
433 539 3703
6 540 1057
399 541 3611
234 542 6482
66 543 5744
37 544 201
253 545 5883
181 546 4310
499 547 491
136 548 2770
209 549 8728
24 550 4402
134 551 8669
56 552 9632
6 553 8598
89 554 1138
487 555 4304
278 556 4969
170 557 9537
333 558 2325
520 559 4030
48 560 3654
242 561 1133
553 562 2241
89 563 1458
467 564 8637
293 565 5988
413 566 5521
254 567 9697
58 568 3445
368 569 7439
389 570 5920
320 571 7094
315 572 50
327 573 9832
209 574 9998
258 575 4854
109 576 1682
226 577 1756
128 578 800
478 579 324
239 580 3442
265 581 7271
333 582 725
433 583 6380
4 584 1005
145 585 1403
471 586 5963
13 587 5667
507 588 9137
548 589 3971
553 590 7085
242 591 8193
453 592 7260
314 593 139
464 594 1704
64 595 2212
350 596 8910
240 597 6992
493 598 5461
131 599 1224
125 600 5540
481 601 2933
278 602 7033
165 603 4459
422 604 2842
506 605 704
179 606 1322
374 607 4240
410 608 9540
47 609 5432
75 610 2568
581 611 1290
135 612 4411
211 613 6279
372 614 5697
465 615 8192
293 616 7207
20 617 3975
496 618 9937
344 619 2000
472 620 3091
237 621 6803
313 622 3420
203 623 9294
96 624 8223
459 625 4460
446 626 1337
237 627 847
330 628 6215
456 629 2602
494 630 3029
88 631 8529
220 632 1309
461 633 887
230 634 5366
123 635 4058
37 636 4348
430 637 3829
514 638 699
475 639 7772
205 640 1863
325 641 6893
453 642 7781
317 643 5745
231 644 6945
82 645 9910
597 646 3099
341 647 5225
249 648 2949
446 649 6114
591 650 8296
263 651 1662
174 652 7541
309 653 7892
32 654 6544
48 655 5367
517 656 5124
271 657 9670
377 658 7064
469 659 2266
173 660 228
316 661 4280
521 662 2338
487 663 1105
516 664 3136
547 665 1617
312 666 6973
372 667 9010
49 668 1687
389 669 7430
587 670 683
452 671 8327
608 672 9979
403 673 5678
103 674 386
468 675 330
499 676 5529
189 677 66
585 678 8033
585 679 5552
561 680 1329
623 681 9060
12 682 1460
277 683 6256
7 684 8200
364 685 3991
164 686 5288
531 687 3871
67 688 5858
236 689 1700
428 690 7685
327 691 3104
182 692 8201
243 693 1566
332 694 6701
521 695 4870
543 696 9436
344 697 1750
257 698 6755
530 699 2186
192 700 2907
16 701 1023
498 702 1887
206 703 6742
583 704 3736
327 705 610
629 706 7425
223 707 8990
386 708 9708
425 709 5187
666 710 5803
543 711 1271
392 712 2244
274 713 3350
502 714 5479
83 715 1770
30 716 754
456 717 5673
60 718 4108
162 719 6888
486 720 9172
440 721 2828
680 722 8438
548 723 996
371 724 3058
217 725 7127
161 726 3758
304 727 5499
555 728 9310
277 729 8329
230 730 5143
562 731 3603
559 732 8205
230 733 8592
587 734 1235
84 735 3274
8 736 9288
702 737 2039
415 738 8850
277 739 8492
404 740 8431
295 741 1555
545 742 3292
241 743 8090
518 744 3289
427 745 9186
2 746 4967
628 747 2223
712 748 8339
88 749 6752
479 750 7586
81 751 8835
604 752 8697
579 753 160
27 754 7065
562 755 6346
337 756 3990
261 757 4307
456 758 3100
739 759 4255
437 760 9705
624 761 5426
490 762 7292
613 763 317
730 764 3644
566 765 4263
189 766 2715
74 767 1551
26 768 9375
324 769 6574
185 770 9834
91 771 6444
492 772 6902
718 773 7087
20 774 2833
664 775 7407
563 776 3174
667 777 9292
355 778 8543
727 779 5805
176 780 1504
239 781 6208
737 782 7429
336 783 6665
170 784 9480
184 785 6617
531 786 2377
239 787 6592
93 788 9547
508 789 7173
143 790 6401
323 791 6315
78 792 5070
447 793 3257
335 794 4773
191 795 8812
451 796 7379
737 797 476
262 798 629
575 799 5027
433 800 6110
611 801 4322
735 802 5591
203 803 1806
517 804 5922
59 805 7638
133 806 8595
233 807 890
523 808 7630
693 809 4275
318 810 6772
276 811 3520
706 812 687
427 813 2611
171 814 1971
183 815 2574
103 816 7017
775 817 4426
816 818 5318
699 819 2976
525 820 3241
649 821 3068
414 822 40
405 823 1605
66 824 9516
613 825 9788
305 826 9753
656 827 9898
706 828 8374
377 829 8661
256 830 5347
260 831 5940
735 832 6257
572 833 8625
178 834 8686
363 835 7918
314 836 3734
234 837 5800
590 838 5453
667 839 7552
392 840 7812
13 841 490
389 842 2602
332 843 328
223 844 1184
291 845 1044
233 846 8181
433 847 9204
419 848 8790
231 849 1101
727 850 2527
400 851 9810
723 852 1636
324 853 7657
303 854 232
26 855 8125
183 856 1474
71 857 4851
14 858 1696
793 859 6098
86 860 7624
648 861 2411
443 862 1557
545 863 6764
7 864 9021
215 865 8293
315 866 8851
865 867 8008
807 868 373
646 869 2199
246 870 365
602 871 3339
784 872 1216
397 873 398
373 874 4304
747 875 8790
251 876 620
61 877 2528
252 878 6156
425 879 7351
478 880 8295
130 881 7933
366 882 2407
210 883 6244
207 884 4945
722 885 2476
229 886 652
335 887 7783
421 888 852
328 889 6752
102 890 6544
459 891 1544
327 892 1874
176 893 3156
577 894 9019
602 895 4167
548 896 6325
561 897 2342
387 898 5299
836 899 3213
212 900 4505
757 901 9293
678 902 6255
509 903 3205
293 904 5077
52 905 5428
174 906 916
189 907 5208
607 908 8917
450 909 5946
584 910 6130
882 911 6166
493 912 1578
451 913 974
7 914 3686
786 915 535
110 916 127
340 917 4980
219 918 2564
187 919 4726
642 920 8695
152 921 1384
273 922 8409
731 923 4369
429 924 9845
460 925 8336
324 926 5816
707 927 5461
493 928 5597
135 929 7231
730 930 1540
103 931 3101
808 932 2779
761 933 7673
521 934 8384
621 935 5693
931 936 2288
757 937 1339
91 938 173
196 939 8268
579 940 769
846 941 2463
177 942 7973
111 943 5865
763 944 6270
820 945 4524
212 946 6484
484 947 6811
83 948 6482
470 949 1097
778 950 7445
475 951 6164
399 952 9341
740 953 3837
943 954 3765
463 955 1599
198 956 947
299 957 2076
33 958 4105
839 959 7565
378 960 5050
542 961 6600
794 962 2693
762 963 8680
80 964 1671
693 965 4863
355 966 3229
526 967 17
481 968 9800
374 969 6081
435 970 8958
652 971 185
652 972 612
283 973 2457
642 974 3193
359 975 2931
973 976 3115
351 977 7119
258 978 5874
930 979 4342
640 980 3746
373 981 269
278 982 2117
833 983 5706
937 984 5082
461 985 2512
569 986 8132
251 987 6546
883 988 6505
123 989 8358
926 990 8371
203 991 8453
503 992 1470
595 993 3500
949 994 5303
323 995 7924
136 996 1826
579 997 6613
951 998 9860
940 999 5638
0 455 9533
46 7 157
57 309 6229
70 516 342
90 823 91
104 906 4936
105 372 9438
113 634 7818
114 608 8
115 752 13
116 538 7949
118 871 9308
127 194 2689
129 760 3007
142 174 6368
144 930 9188
154 722 3320
156 925 5729
160 808 5274
163 356 8701
175 49 3480
180 361 6699
190 433 6177
194 998 1112
197 6 495
202 699 5137
213 801 9653
218 147 3783
227 825 4910
228 857 705
250 320 3818
255 922 4349
264 491 1785
267 509 9483
270 528 8471
272 64 1434
279 881 8035
281 957 9464
285 166 7500
287 762 5160
288 763 8525
290 921 8170
294 513 8388
298 510 9064
306 127 8205
310 981 937
311 52 3084
319 290 3005
326 849 6226
334 978 840
338 458 8877
342 559 6126
347 413 685
352 768 318
353 623 1416
357 626 9997
361 253 9399
362 80 103
365 696 4581
369 11 4707
376 292 2950
379 109 3247
380 85 3489
381 264 4850
382 433 1139
384 702 751
385 35 7626
390 577 8113
391 78 2924
394 628 588
396 595 813
398 227 6473
401 224 2961
402 492 3746
406 812 3515
408 506 8906
409 335 4916
411 302 9348
412 501 873
417 350 4934
418 983 2897
420 560 5840
423 241 6748
431 319 345
432 183 7512
436 30 6817
438 132 65
441 909 9986
442 477 2376
444 999 8116
445 390 4792
448 466 7661
449 76 183
454 936 7474
457 111 8985
458 96 9835
462 772 4873
466 948 9288
473 370 1537
476 57 8126
477 943 7864
480 321 4756
483 375 7459
485 87 5359
488 661 1855
489 736 2078
491 562 3870
495 1 1345
500 841 5261
501 460 2246
504 379 9194
505 670 7475
510 385 4016
511 926 3481
513 972 7502
515 194 3740
519 497 5147
522 643 1351
524 183 8436
527 689 7835
528 673 8323
529 286 2251
532 36 673
533 588 3641
534 417 7400
535 164 5046
536 380 3518
537 787 5563
538 372 3865
539 11 9419
540 473 6885
541 286 5961
544 413 8054
546 158 9748
549 67 4666
550 179 5217
551 180 2032
552 733 166
554 993 268
556 2 7870
557 736 96
558 478 9895
560 327 5979
564 460 3672
565 260 9011
567 119 7877
568 974 9747
570 515 9441
571 179 294
573 36 2301
574 916 3927
576 663 6133
578 747 1124
580 117 3684
582 406 611
586 964 5694
588 804 8794
589 278 9846
592 129 7275
593 82 3947
594 426 6005
596 143 7329
598 718 4631
599 123 8988
600 193 758
601 719 6591
603 30 5815
605 574 9440
606 86 5131
609 767 7667
610 288 2367
612 985 3214
614 360 1786
