1000 150550
0 1 7900
1 2 7167
2 3 4231
3 4 6940
4 5 2301
4 6 3632
5 7 7849
6 8 8305
4 9 5596
8 10 9130
10 11 305
8 12 1332
1 13 4568
8 14 8110
8 15 3825
14 16 1398
2 17 4945
2 18 1672
8 19 8792
17 20 6602
8 21 1769
0 22 6799
20 23 9937
1 24 8374
16 25 9268
0 26 1764
12 27 854
0 28 2381
21 29 3150
4 30 4116
0 31 8747
15 32 2480
6 33 8764
12 34 1050
26 35 8273
14 36 6569
33 37 4489
2 38 3265
21 39 609
35 40 2113
0 41 854
11 42 2457
31 43 1483
43 44 840
5 45 2405
0 46 9492
8 47 9780
33 48 6646
45 49 1137
25 50 5015
40 51 6580
47 52 8116
45 53 7432
13 54 6717
14 55 2969
11 56 7202
26 57 6868
9 58 7868
28 59 3854
39 60 8618
26 61 9014
44 62 9790
58 63 4109
52 64 258
29 65 7381
10 66 6952
42 67 2882
44 68 3596
49 69 8075
21 70 7086
5 71 1651
4 72 4397
52 73 8357
16 74 314
70 75 1710
53 76 8328
73 77 5344
3 78 667
65 79 7155
70 80 3087
13 81 9363
53 82 552
41 83 178
49 84 8512
13 85 6091
0 86 3749
16 87 6475
66 88 8826
20 89 6577
48 90 5353
19 91 9922
0 92 6622
20 93 4435
59 94 7676
71 95 7335
80 96 6501
74 97 5101
40 98 9603
18 99 6080
39 100 7368
46 101 2894
68 102 3155
93 103 9564
96 104 6327
58 105 7787
78 106 5044
62 107 8265
40 108 3818
96 109 5340
98 110 2963
104 111 6802
109 112 9199
16 113 9985
52 114 5960
54 115 823
1 116 8322
93 117 4025
55 118 5852
96 119 950
64 120 9823
93 121 2129
59 122 1864
62 123 4920
116 124 4816
95 125 3826
75 126 3889
79 127 3158
39 128 5476
54 129 4579
7 130 664
92 131 7510
16 132 1616
13 133 9403
83 134 7941
1 135 7647
98 136 735
54 137 1621
25 138 8288
84 139 4701
121 140 6303
56 141 3409
132 142 8556
136 143 7142
31 144 1038
128 145 4047
100 146 3236
68 147 9578
28 148 6802
95 149 6419
40 150 1935
123 151 1211
73 152 432
61 153 2243
71 154 7042
53 155 7008
131 156 5250
149 157 1760
41 158 3254
90 159 1301
20 160 1342
28 161 4160
10 162 4127
44 163 483
75 164 3759
28 165 881
55 166 2035
72 167 8763
54 168 6729
121 169 5133
128 170 7007
133 171 8511
126 172 3687
111 173 7449
45 174 6815
90 175 4634
74 176 7486
45 177 8916
87 178 5342
95 179 630
89 180 2490
167 181 817
5 182 8821
19 183 2503
121 184 414
141 185 1879
115 186 9801
162 187 5554
21 188 4785
76 189 2045
162 190 6890
143 191 8208
66 192 4638
126 193 4762
41 194 4217
72 195 6510
138 196 6715
190 197 8123
72 198 8356
42 199 2690
57 200 6818
110 201 8912
53 202 2011
188 203 1292
188 204 5210
33 205 2568
95 206 3132
200 207 6760
42 208 7994
108 209 6410
49 210 5365
168 211 7078
79 212 6257
119 213 3065
54 214 708
187 215 9103
105 216 7427
173 217 6003
152 218 8103
146 219 2551
212 220 8775
65 221 9293
20 222 2300
21 223 1268
111 224 1285
207 225 9262
224 226 5789
168 227 2350
156 228 3203
199 229 6635
155 230 2874
115 231 5978
63 232 6526
139 233 3865
35 234 8983
74 235 1414
149 236 6383
184 237 3902
163 238 267
7 239 7502
94 240 2822
239 241 3435
139 242 8157
99 243 9227
72 244 6870
144 245 5757
101 246 1135
205 247 5421
63 248 7891
22 249 5844
36 250 1234
89 251 6536
99 252 7247
105 253 2993
91 254 5956
27 255 5548
31 256 4073
79 257 4383
207 258 7235
129 259 9549
217 260 2551
1 261 6339
219 262 7813
252 263 4300
169 264 6513
180 265 8730
198 266 2005
92 267 9183
135 268 6418
221 269 1937
244 270 2179
206 271 5317
192 272 5790
17 273 5125
215 274 4494
216 275 5373
274 276 9048
259 277 9187
82 278 7444
213 279 9608
241 280 362
95 281 7653
150 282 4577
98 283 9002
145 284 3583
140 285 4086
36 286 8392
272 287 3019
173 288 6661
158 289 5074
121 290 5876
145 291 6480
158 292 5
32 293 3762
152 294 7371
122 295 7309
94 296 7195
105 297 88
224 298 9581
137 299 4511
297 300 8163
168 301 335
146 302 370
231 303 3622
211 304 9516
116 305 467
96 306 7722
34 307 5101
279 308 4015
132 309 4793
195 310 7742
81 311 9654
247 312 1396
60 313 3963
49 314 6890
289 315 3320
10 316 5700
232 317 4034
186 318 1787
248 319 4285
63 320 64
24 321 1398
216 322 5869
300 323 2883
234 324 8532
214 325 6739
68 326 5930
242 327 5984
302 328 5862
279 329 4865
12 330 3166
109 331 7078
3 332 528
287 333 6251
316 334 2719
211 335 3767
306 336 3166
112 337 446
206 338 2907
20 339 5070
303 340 2558
11 341 1105
313 342 363
258 343 1995
131 344 3922
86 345 7351
326 346 81
168 347 6146
21 348 9736
235 349 6392
210 350 53
108 351 2812
128 352 1655
233 353 7916
143 354 8604
68 355 6913
237 356 3130
87 357 1608
70 358 8769
357 359 2493
44 360 6298
73 361 5352
222 362 8190
99 363 8999
313 364 3421
63 365 3161
8 366 4820
243 367 514
127 368 2692
283 369 8671
75 370 8488
288 371 7309
72 372 587
137 373 2193
200 374 5835
291 375 2616
111 376 8108
133 377 6695
215 378 1481
68 379 1347
44 380 6228
79 381 884
324 382 1428
251 383 1655
115 384 6655
88 385 5572
253 386 5605
385 387 4669
47 388 7633
74 389 2905
311 390 5278
318 391 2539
103 392 900
272 393 6707
363 394 7581
363 395 9993
138 396 5179
270 397 6178
376 398 3824
324 399 20
43 400 3580
387 401 4516
5 402 426
52 403 5
263 404 7185
179 405 8611
44 406 1336
196 407 653
112 408 4734
45 409 5936
351 410 8624
256 411 6409
166 412 8795
382 413 9973
104 414 3558
171 415 2690
314 416 2127
404 417 6078
52 418 3931
305 419 2247
266 420 4015
187 421 5568
351 422 4667
23 423 218
101 424 5296
198 425 6967
136 426 7794
63 427 5044
91 428 2499
324 429 9882
423 430 4771
383 431 311
154 432 6094
370 433 8753
403 434 8853
77 435 794
69 436 5173
290 437 851
38 438 7665
180 439 4499
61 440 1057
307 441 5337
173 442 6518
435 443 1356
151 444 5319
292 445 7931
277 446 1088
433 447 8339
40 448 3470
299 449 8798
380 450 4078
27 451 274
59 452 4204
312 453 9626
160 454 4187
317 455 5371
270 456 5466
215 457 9559
390 458 7334
112 459 4571
344 460 2868
298 461 8633
108 462 9432
7 463 4261
223 464 3020
224 465 1683
292 466 7224
428 467 2554
179 468 4158
43 469 5281
290 470 8699
236 471 406
4 472 9183
410 473 5240
204 474 7420
130 475 169
160 476 1626
142 477 2416
286 478 5749
51 479 5798
278 480 3416
147 481 132
72 482 374
390 483 951
366 484 4381
353 485 7402
301 486 9833
469 487 3436
441 488 7358
291 489 8308
127 490 7784
165 491 7094
356 492 9499
204 493 9402
326 494 7646
164 495 5074
260 496 9906
364 497 3777
320 498 3970
131 499 1694
360 500 6098
465 501 2602
317 502 3358
187 503 3589
414 504 6936
126 505 2332
5 506 3118
459 507 4697
407 508 7672
444 509 8540
406 510 8947
416 511 3771
493 512 3520
470 513 5404
442 514 3885
22 515 7593
497 516 1789
55 517 3208
172 518 9565
380 519 7805
209 520 9012
47 521 4950
119 522 7326
31 523 4396
272 524 8756
64 525 7088
204 526 1157
500 527 4257
463 528 7815
159 529 8807
367 530 6642
151 531 8947
273 532 3350
150 533 8789
115 534 67
436 535 1829
33 536 1223
469 537 8398
187 538 9699
252 539 1075
238 540 6217
457 541 5445
124 542 6849
203 543 1691
141 544 8159
361 545 3242
398 546 7812
249 547 6672
463 548 4043
546 549 5544
56 550 9015
89 551 4675
454 552 5174
117 553 9138
505 554 6770
267 555 9194
299 556 94
152 557 2341
131 558 9953
85 559 2104
111 560 8559
510 561 9480
138 562 8567
390 563 2658
285 564 9235
89 565 8538
109 566 3721
330 567 1575
428 568 3910
544 569 1586
267 570 4826
457 571 8642
436 572 4014
388 573 5371
558 574 7972
396 575 1455
469 576 1020
110 577 2467
85 578 5396
555 579 2356
421 580 931
173 581 1791
109 582 9705
348 583 400
317 584 4421
80 585 951
397 586 8080
162 587 5302
497 588 8484
293 589 1886
301 590 1101
507 591 670
354 592 2450
461 593 5577
203 594 7995
339 595 4580
334 596 1089
428 597 1217
592 598 5146
235 599 6553
426 600 187
555 601 163
54 602 7517
163 603 1354
522 604 5485
394 605 5232
48 606 3271
523 607 1649
371 608 4100
137 609 1476
45 610 310
339 611 3551
0 612 8726
33 613 5415
283 614 9755
431 615 1349
577 616 8772
76 617 5910
78 618 5396
90 619 297
43 620 9346
306 621 1344
32 622 92
195 623 9254
44 624 8544
213 625 4582
418 626 9752
229 627 8157
389 628 5820
485 629 9312
466 630 3060
126 631 8862
17 632 9437
450 633 8776
478 634 418
210 635 1702
285 636 8909
592 637 687
473 638 8727
16 639 4276
527 640 9197
262 641 128
159 642 9569
283 643 3443
135 644 6990
25 645 5658
416 646 7101
549 647 6256
0 648 5815
589 649 2481
221 650 8560
322 651 687
364 652 5984
139 653 554
335 654 4669
34 655 2373
115 656 7379
148 657 4823
575 658 9389
76 659 9326
605 660 7970
355 661 9372
413 662 8542
473 663 2584
541 664 8606
184 665 7215
142 666 4575
211 667 7125
68 668 5095
580 669 2711
476 670 434
281 671 3988
420 672 1905
270 673 4125
424 674 8923
251 675 1537
264 676 7878
446 677 9739
533 678 5202
522 679 1075
146 680 3323
252 681 2088
273 682 9146
239 683 9575
526 684 9512
208 685 1396
623 686 1173
70 687 243
661 688 6226
317 689 1101
102 690 9832
654 691 9796
302 692 264
442 693 5459
336 694 1989
111 695 9884
144 696 8071
276 697 1666
47 698 6717
343 699 8933
574 700 8573
403 701 6669
675 702 2189
505 703 9810
169 704 8106
156 705 1901
63 706 761
194 707 8199
466 708 7952
48 709 7549
698 710 1258
314 711 6332
478 712 6371
312 713 1622
102 714 8980
384 715 6825
663 716 1293
573 717 8113
285 718 3377
314 719 1758
110 720 6832
690 721 2828
27 722 533
575 723 2849
456 724 6672
253 725 5094
488 726 2580
217 727 9614
431 728 13
504 729 8478
468 730 9026
253 731 3713
568 732 1267
540 733 3888
441 734 5575
454 735 9374
187 736 2970
625 737 4006
270 738 4511
71 739 1698
30 740 2479
400 741 8851
271 742 6922
169 743 6982
321 744 6960
184 745 8454
124 746 1166
73 747 1732
684 748 7861
34 749 134
