1000 25925
0 1 1615
1 2 7313
0 3 1622
1 4 9933
3 5 2950
1 6 1367
3 7 2285
5 8 2990
3 9 4673
0 10 4531
1 11 2599
4 12 3290
10 13 6851
1 14 481
6 15 8199
6 16 2805
9 17 3844
14 18 1717
2 19 3657
6 20 1767
0 21 9539
15 22 1831
15 23 4447
11 24 742
15 25 2171
18 26 8772
1 27 2787
16 28 2983
13 29 3584
29 30 2474
10 31 9465
3 32 6351
15 33 7366
16 34 5247
32 35 4772
2 36 6732
3 37 5255
4 38 6145
6 39 3017
14 40 408
37 41 1444
11 42 1156
12 43 6738
27 44 1088
10 45 9967
1 46 9512
40 47 8695
45 48 8416
17 49 1221
47 50 2673
24 51 1996
51 52 8714
40 53 9868
25 54 6614
47 55 1304
50 56 5417
10 57 7838
39 58 9926
28 59 973
3 60 6208
24 61 2975
32 62 9944
43 63 9161
39 64 6224
64 65 5984
14 66 6617
61 67 518
48 68 1854
23 69 5765
4 70 9164
18 71 3854
21 72 7648
6 73 5969
26 74 3696
23 75 5371
53 76 9621
39 77 3655
28 78 920
64 79 2492
33 80 1860
77 81 4324
53 82 1816
68 83 8083
10 84 9767
55 85 6255
55 86 5741
21 87 9994
7 88 2450
53 89 1082
66 90 9794
7 91 6180
26 92 8894
6 93 6848
54 94 493
4 95 1451
3 96 7311
2 97 4411
14 98 8800
50 99 7856
64 100 4810
39 101 7968
101 102 7368
22 103 7098
7 104 4946
23 105 5759
96 106 4517
77 107 9989
39 108 4048
107 109 7522
9 110 2885
87 111 4943
88 112 3285
41 113 1176
80 114 1975
76 115 4763
14 116 2389
84 117 2359
16 118 2871
89 119 8581
14 120 2633
31 121 6979
31 122 304
50 123 3689
29 124 1255
35 125 8696
52 126 1918
89 127 244
127 128 6833
9 129 422
20 130 7129
17 131 314
110 132 5300
35 133 1319
97 134 8265
49 135 1616
16 136 9262
123 137 8534
55 138 4820
60 139 5404
28 140 9077
84 141 5976
131 142 7609
109 143 7460
105 144 2747
116 145 790
52 146 3349
8 147 896
13 148 3110
32 149 1874
23 150 1803
137 151 9585
111 152 5014
50 153 3787
129 154 6953
125 155 1401
112 156 2240
148 157 3688
141 158 926
9 159 1212
108 160 3759
99 161 8571
86 162 4351
4 163 4550
0 164 1583
156 165 5004
134 166 9697
3 167 4250
67 168 7962
99 169 3796
7 170 4730
16 171 3977
150 172 7957
54 173 7610
21 174 1715
5 175 4549
69 176 4519
158 177 373
28 178 4226
126 179 1216
167 180 7137
114 181 3543
11 182 7494
35 183 2651
15 184 1823
104 185 5772
50 186 139
176 187 5319
152 188 9775
97 189 9311
79 190 4782
96 191 84
130 192 4369
106 193 8640
172 194 2595
78 195 1461
182 196 1346
97 197 4200
87 198 2122
186 199 3737
55 200 5000
123 201 6903
153 202 5878
172 203 2346
100 204 3975
169 205 7088
111 206 9149
23 207 3358
70 208 3899
44 209 5018
16 210 4187
37 211 8681
201 212 479
206 213 8666
104 214 9593
117 215 9712
164 216 5909
85 217 8524
151 218 9003
145 219 7524
76 220 3503
200 221 8502
27 222 5462
115 223 3434
16 224 303
179 225 6582
85 226 7826
187 227 9782
24 228 5075
113 229 8833
182 230 3382
221 231 7122
146 232 9599
73 233 5638
121 234 6498
65 235 657
74 236 4445
127 237 9527
229 238 6577
7 239 5711
179 240 6513
238 241 9903
206 242 9828
108 243 9330
137 244 4563
72 245 1109
184 246 8458
51 247 2656
16 248 664
46 249 6787
8 250 7763
20 251 6657
188 252 35
146 253 5283
84 254 6299
10 255 1973
196 256 9127
40 257 7974
53 258 6819
225 259 2190
156 260 1919
181 261 4838
125 262 5985
254 263 8679
86 264 7433
131 265 9282
226 266 9006
160 267 4289
186 268 7209
212 269 7386
179 270 1290
216 271 2655
243 272 126
37 273 4989
156 274 2965
181 275 9631
73 276 3357
139 277 9816
128 278 3687
203 279 3492
157 280 2463
241 281 4775
177 282 4557
251 283 894
23 284 690
247 285 2893
68 286 1140
21 287 6342
25 288 7381
135 289 3962
97 290 6614
1 291 3912
50 292 8066
263 293 7918
100 294 6876
8 295 1320
240 296 4309
38 297 190
192 298 93
37 299 8086
71 300 9624
97 301 9848
75 302 1601
39 303 1496
260 304 8945
154 305 2216
172 306 1352
44 307 6342
283 308 2984
113 309 3815
134 310 5143
93 311 7018
255 312 5590
209 313 8998
56 314 2777
297 315 3427
110 316 1740
188 317 4430
275 318 5990
177 319 5400
191 320 6141
309 321 9706
151 322 6480
236 323 3823
208 324 7607
51 325 9806
141 326 9714
269 327 517
12 328 2346
90 329 7856
64 330 3311
320 331 3081
78 332 62
331 333 4706
236 334 9746
150 335 5343
157 336 429
124 337 5203
159 338 1892
229 339 8859
71 340 3845
275 341 9734
271 342 6475
93 343 5983
154 344 9673
95 345 3581
307 346 4907
34 347 441
20 348 7154
313 349 5978
89 350 3165
158 351 7017
74 352 9073
318 353 5330
100 354 2381
347 355 8052
182 356 5907
54 357 7023
108 358 9649
121 359 715
214 360 8661
100 361 5493
173 362 4163
359 363 5731
130 364 1902
274 365 2745
269 366 7285
41 367 5150
200 368 4591
67 369 1442
226 370 6349
1 371 4069
153 372 5236
159 373 1803
138 374 1149
367 375 8757
144 376 9611
25 377 8091
337 378 8864
105 379 1592
8 380 3842
128 381 2247
347 382 7944
48 383 1364
194 384 2993
169 385 9367
343 386 3937
291 387 6085
317 388 5474
332 389 2140
186 390 592
296 391 4249
53 392 6548
78 393 9100
276 394 7689
3 395 9638
229 396 21
337 397 4630
128 398 3001
357 399 4254
