1000 50850
0 1 7807
1 2 3132
0 3 7481
2 4 7714
0 5 712
0 6 7053
5 7 8335
2 8 3904
0 9 2876
5 10 2147
9 11 5869
6 12 6739
9 13 8476
6 14 296
11 15 6610
4 16 6648
6 17 2992
13 18 7305
11 19 8435
13 20 9163
10 21 9269
5 22 4412
4 23 6324
3 24 4765
9 25 8485
25 26 6713
5 27 3682
21 28 7399
8 29 6539
7 30 8407
21 31 2079
27 32 8625
8 33 2062
22 34 5536
20 35 6218
0 36 4667
34 37 6982
13 38 9207
7 39 8947
32 40 471
17 41 4365
21 42 6157
35 43 3223
13 44 8264
24 45 1138
6 46 8959
9 47 4071
47 48 8114
20 49 5193
13 50 5176
39 51 3796
17 52 4498
28 53 7393
19 54 3333
41 55 7958
11 56 5989
50 57 9010
5 58 3691
21 59 7962
13 60 4834
38 61 4276
28 62 3517
46 63 8506
30 64 9409
0 65 5872
23 66 9792
28 67 4583
9 68 5330
27 69 8431
21 70 7085
34 71 3247
37 72 329
39 73 1422
5 74 4743
41 75 9943
55 76 3934
58 77 8155
13 78 5456
43 79 7829
27 80 5440
59 81 2059
31 82 6761
60 83 1248
70 84 2708
65 85 4872
58 86 8125
77 87 1234
32 88 9917
8 89 3940
43 90 8868
39 91 1818
69 92 4553
48 93 7432
36 94 6365
14 95 749
37 96 2642
10 97 6929
9 98 9746
55 99 7216
59 100 6511
6 101 6626
84 102 1593
58 103 2194
56 104 1218
82 105 7136
48 106 9039
30 107 4073
105 108 4193
48 109 9783
59 110 6099
93 111 3415
90 112 7594
87 113 4175
29 114 1060
107 115 5871
104 116 4436
68 117 7844
34 118 6337
92 119 1544
117 120 7629
118 121 1778
5 122 3327
32 123 2444
61 124 5726
46 125 9797
61 126 1455
108 127 7047
2 128 405
33 129 2887
19 130 8903
94 131 2443
12 132 8482
29 133 1842
65 134 2288
104 135 58
27 136 5618
79 137 2872
133 138 3955
103 139 539
108 140 9759
18 141 1187
52 142 8481
93 143 7005
72 144 9862
