1000 300100
0 1 7377
0 2 4494
1 3 118
3 4 6285
3 5 9329
4 6 54
2 7 1744
6 8 2236
2 9 3542
8 10 9253
5 11 7529
2 12 6041
8 13 1882
6 14 7291
3 15 3464
6 16 985
12 17 390
14 18 7805
18 19 2189
15 20 8916
17 21 8959
19 22 5501
12 23 5879
19 24 4978
15 25 6439
20 26 3231
0 27 7174
20 28 8505
5 29 1408
12 30 8470
1 31 7821
23 32 6514
8 33 7147
29 34 9673
19 35 3131
9 36 8195
28 37 458
35 38 3895
19 39 6619
39 40 1056
33 41 7867
16 42 3215
41 43 3272
38 44 1993
26 45 9501
28 46 9010
10 47 1762
23 48 9426
5 49 468
23 50 9929
16 51 5638
41 52 5898
34 53 1897
48 54 1534
2 55 1013
40 56 3994
18 57 8993
41 58 3013
56 59 3618
41 60 2358
15 61 1428
9 62 9102
56 63 1199
14 64 2654
5 65 2175
57 66 3430
12 67 8199
28 68 2843
16 69 4490
46 70 2843
6 71 8418
17 72 6883
0 73 3198
73 74 966
40 75 7922
52 76 6078
5 77 5615
57 78 3260
30 79 4859
25 80 2664
62 81 9524
47 82 5105
38 83 5015
43 84 1981
20 85 450
52 86 9099
5 87 1995
7 88 5561
11 89 8156
12 90 7668
39 91 8689
50 92 3830
34 93 2765
58 94 2341
70 95 2355
22 96 3750
57 97 4181
27 98 1589
50 99 9072
59 100 3715
92 101 4621
92 102 5005
75 103 4605
35 104 5268
69 105 2949
101 106 2779
10 107 7749
17 108 8800
41 109 1268
39 110 5918
100 111 9171
24 112 8302
71 113 8730
76 114 4467
36 115 3392
74 116 8444
57 117 4908
106 118 8110
93 119 4125
98 120 5778
79 121 5221
87 122 5945
30 123 3460
60 124 4714
83 125 3896
4 126 8
113 127 3559
125 128 8053
60 129 5725
104 130 123
13 131 5433
82 132 1332
103 133 6496
40 134 6087
110 135 3179
54 136 7
115 137 3380
71 138 6818
110 139 3572
107 140 8596
10 141 792
49 142 5145
82 143 347
115 144 1297
115 145 4279
82 146 1179
109 147 9665
84 148 4308
88 149 4851
50 150 6861
1 151 8282
7 152 1100
27 153 8826
