1000 175475
0 1 480
1 2 1454
1 3 2990
2 4 4458
2 5 1339
5 6 8856
1 7 3018
4 8 9597
6 9 4394
3 10 6099
3 11 6890
9 12 4729
12 13 4322
5 14 1047
12 15 7360
12 16 9317
15 17 7876
16 18 3333
4 19 1016
4 20 9963
4 21 1298
19 22 9265
20 23 152
2 24 7552
21 25 2155
8 26 82
23 27 994
16 28 1494
10 29 884
4 30 5938
24 31 5927
14 32 6756
12 33 6710
33 34 2325
8 35 7269
17 36 368
25 37 5440
9 38 5848
37 39 8400
28 40 6077
27 41 2868
24 42 2498
15 43 4790
8 44 8689
23 45 7252
41 46 3632
18 47 2638
14 48 3523
46 49 7439
0 50 2978
35 51 6436
51 52 1131
3 53 9796
14 54 1945
27 55 8820
43 56 3184
17 57 7109
13 58 445
39 59 6526
20 60 2049
43 61 6073
27 62 6346
18 63 5220
49 64 4205
13 65 6847
56 66 8423
27 67 3292
61 68 6113
50 69 8522
2 70 5458
44 71 513
30 72 694
34 73 8059
17 74 7820
67 75 1681
59 76 2899
66 77 7485
30 78 7449
75 79 8036
55 80 4232
22 81 4747
77 82 7754
43 83 351
26 84 8367
67 85 7728
12 86 6409
22 87 7113
33 88 3170
42 89 8389
87 90 1479
46 91 9229
69 92 8651
84 93 5006
0 94 4655
48 95 9063
57 96 5396
51 97 4807
15 98 4714
19 99 6500
18 100 4098
66 101 7164
73 102 9532
41 103 8008
12 104 3750
78 105 8752
64 106 6182
23 107 6389
90 108 3973
26 109 6767
103 110 5763
91 111 9100
101 112 5765
60 113 4455
8 114 2657
26 115 1608
57 116 4780
84 117 4753
29 118 6903
52 119 9284
62 120 1908
101 121 2874
80 122 3331
63 123 6840
87 124 7608
93 125 7094
73 126 1938
55 127 8207
58 128 9023
30 129 8901
27 130 805
106 131 2109
0 132 2442
35 133 8974
112 134 5616
9 135 9401
71 136 8119
5 137 4245
41 138 8497
7 139 7426
42 140 9871
13 141 3449
69 142 3522
118 143 4356
105 144 8223
78 145 4256
107 146 6793
135 147 2561
31 148 3115
44 149 4107
41 150 5492
32 151 4587
58 152 443
45 153 9415
131 154 2728
69 155 8322
145 156 5804
80 157 3714
78 158 3391
68 159 9329
64 160 8949
148 161 4750
25 162 504
153 163 8187
157 164 3445
133 165 3317
71 166 1829
96 167 8966
150 168 8024
156 169 2892
4 170 2660
15 171 1690
131 172 8992
135 173 8836
143 174 2853
6 175 6822
119 176 6896
93 177 9055
88 178 4189
177 179 3388
32 180 5467
148 181 4595
100 182 8191
43 183 4412
34 184 6499
88 185 8635
76 186 4407
68 187 3808
39 188 1047
158 189 5816
162 190 5077
183 191 7793
177 192 4865
56 193 708
81 194 3883
79 195 1231
67 196 4550
176 197 4551
164 198 4236
158 199 5121
108 200 322
95 201 3154
124 202 6238
160 203 5668
157 204 1759
100 205 6052
197 206 1067
114 207 8024
8 208 4166
121 209 7637
170 210 7102
201 211 8920
0 212 5497
101 213 5062
193 214 3584
130 215 1925
165 216 7006
63 217 5215
152 218 5054
137 219 7061
163 220 4903
175 221 4034
210 222 3174
119 223 2916
40 224 5442
172 225 5785
93 226 1836
45 227 4238
19 228 1816
142 229 7759
146 230 6721
131 231 1315
132 232 8275
209 233 7137
69 234 1646
103 235 9133
86 236 4719
120 237 1393
150 238 1149
148 239 4509
47 240 3906
96 241 1838
198 242 1828
146 243 7969
61 244 3152
151 245 1384
193 246 3947
244 247 4207
124 248 3131
185 249 2698
240 250 9741
12 251 419
215 252 8045
57 253 1293
238 254 5727
248 255 5728
108 256 3986
82 257 58
138 258 3140
196 259 7291
258 260 5881
254 261 6981
258 262 3359
262 263 9421
240 264 7837
130 265 6641
64 266 3844
128 267 1350
235 268 7129
168 269 8186
43 270 4762
266 271 6858
53 272 8392
79 273 8210
124 274 7016
103 275 5152
232 276 1877
78 277 5950
174 278 8874
13 279 6895
122 280 7810
269 281 778
276 282 859
95 283 2246
255 284 8090
90 285 7911
228 286 6891
241 287 9239
203 288 6592
183 289 7600
100 290 4019
