1000 75775
0 1 9297
1 2 1172
0 3 6912
0 4 9116
3 5 7577
5 6 8544
0 7 2543
0 8 9436
7 9 2792
8 10 8646
1 11 2522
5 12 2053
2 13 1646
5 14 98
11 15 2668
3 16 4898
0 17 3251
17 18 7810
12 19 7805
9 20 7410
0 21 3458
8 22 3560
21 23 9893
18 24 7189
3 25 2364
15 26 3828
4 27 9602
19 28 2800
21 29 6420
27 30 1575
4 31 6384
12 32 4359
25 33 5586
10 34 5976
32 35 860
5 36 1965
5 37 7048
28 38 6112
34 39 9349
8 40 102
34 41 412
20 42 1321
40 43 3529
39 44 3944
14 45 4749
23 46 2282
35 47 8588
30 48 957
31 49 5613
3 50 2967
48 51 761
19 52 8358
50 53 27
14 54 4358
1 55 9896
42 56 3814
48 57 9506
7 58 6256
22 59 4622
42 60 3337
8 61 5472
26 62 3638
51 63 6768
62 64 6511
7 65 7858
33 66 8838
52 67 8039
12 68 5111
2 69 6344
43 70 315
5 71 5379
47 72 6797
32 73 4497
42 74 2993
32 75 2176
37 76 783
44 77 109
11 78 3982
47 79 292
5 80 7431
30 81 227
45 82 1115
24 83 2965
63 84 8315
56 85 6756
44 86 9936
75 87 862
15 88 7682
36 89 8124
41 90 7748
58 91 2992
80 92 250
42 93 4218
6 94 929
42 95 783
58 96 4023
52 97 5805
12 98 4078
49 99 7453
25 100 187
29 101 5758
51 102 6499
47 103 5758
26 104 5274
83 105 7755
24 106 3279
34 107 5401
68 108 3537
93 109 8635
17 110 4550
107 111 6739
5 112 9976
105 113 3292
6 114 7609
26 115 9967
78 116 6585
39 117 5892
16 118 2320
61 119 8702
9 120 6270
103 121 8264
76 122 655
82 123 3807
63 124 378
92 125 5605
88 126 6372
30 127 7421
126 128 7050
49 129 1062
23 130 622
80 131 8440
55 132 8462
88 133 4432
53 134 3791
17 135 9193
33 136 5668
60 137 6029
38 138 3081
52 139 8731
51 140 9997
18 141 4784
7 142 9194
55 143 993
128 144 9960
109 145 9862
16 146 4048
115 147 6196
138 148 2264
44 149 7468
73 150 4733
2 151 990
120 152 4872
90 153 9079
88 154 6810
50 155 7364
24 156 9102
31 157 4134
84 158 2726
10 159 1922
68 160 6453
52 161 9147
40 162 8401
61 163 5888
154 164 4277
129 165 6356
133 166 3066
29 167 2260
137 168 2492
102 169 8359
92 170 4108
133 171 9633
60 172 1332
146 173 694
39 174 55
53 175 2636
25 176 7579
96 177 2035
61 178 916
50 179 6435
150 180 3917
144 181 1561
70 182 5812
147 183 7497
8 184 2841
49 185 5140
25 186 3301
110 187 4763
27 188 3142
36 189 6239
6 190 9915
51 191 4439
157 192 3163
107 193 3909
69 194 7245
33 195 7969
126 196 966
95 197 8878
90 198 7402
155 199 6187
171 200 7125
124 201 9553
88 202 892
184 203 3362
15 204 1141
117 205 2815
106 206 9798
89 207 2683
21 208 7467
19 209 9645
190 210 2737
65 211 9796
32 212 1755
198 213 3042
102 214 6316
76 215 3234
82 216 2328
182 217 5261
64 218 740
204 219 2
103 220 5867
103 221 3168
16 222 4865
130 223 1199
191 224 49
45 225 4470
216 226 8279
24 227 6356
132 228 9288
96 229 3710
67 230 5037
102 231 6148
229 232 2799
159 233 5258
206 234 5319
47 235 1313
67 236 7010
209 237 1041
218 238 7694
78 239 988
175 240 6817
70 241 3461
35 242 5714
237 243 6197
104 244 2316
206 245 8838
195 246 8329
22 247 3984
207 248 9522
247 249 3811
167 250 4037
209 251 4583
201 252 5089
179 253 6367
79 254 3835
94 255 8164
133 256 6280
0 257 4667
72 258 7823
237 259 8953
234 260 8353
220 261 432
169 262 4832
145 263 3045
230 264 2095
223 265 9523
97 266 3640
102 267 1868
179 268 4558
136 269 338
178 270 8200
72 271 6161
193 272 5993
121 273 874
151 274 7881
112 275 5334
127 276 5640
47 277 7686
162 278 6977
152 279 4339
232 280 8391
196 281 4537
66 282 5669
175 283 4606
238 284 3373
80 285 5356
245 286 7254
18 287 7194
229 288 4195
63 289 4995
253 290 3783
15 291 5117
289 292 9050
211 293 2499
211 294 4227
40 295 7796
217 296 6929
66 297 4871
107 298 6000
267 299 3746
247 300 3995
210 301 4875
138 302 2048
91 303 7978
248 304 1647
249 305 4096
284 306 1744
152 307 8154
19 308 4947
242 309 2384
131 310 4631
236 311 8240
108 312 6923
31 313 6881
108 314 1452
159 315 373
274 316 838
80 317 8113
48 318 7053
297 319 4709
207 320 8663
260 321 7054
126 322 4555
30 323 3381
273 324 9976
12 325 5746
90 326 9703
297 327 8124
54 328 1044
165 329 4866
299 330 8458
188 331 1855
144 332 9171
301 333 4659
9 334 9827
210 335 2296
172 336 2333
142 337 849
274 338 9432
303 339 835
25 340 8815
236 341 4555
179 342 7619
323 343 2014
117 344 5864
208 345 4797
327 346 8816
321 347 8485
204 348 455
232 349 3954
48 350 6499
349 351 2854
87 352 8950
304 353 487
239 354 414
121 355 1683
250 356 5860
138 357 9394
225 358 9737
198 359 7843
53 360 5001
240 361 9184
178 362 7505
208 363 5639
261 364 9132
233 365 4661
320 366 8067
60 367 8459
294 368 6622
27 369 7559
58 370 344
103 371 1255
226 372 5860
100 373 1897
126 374 5434
139 375 9909
149 376 9960
95 377 8072
36 378 7571
33 379 6440
60 380 5856
12 381 8914
242 382 2530
107 383 3154
174 384 3086
93 385 2428
13 386 7415
274 387 88
364 388 8496
307 389 9559
322 390 265
90 391 8643
139 392 3667
380 393 1176
63 394 7089
238 395 9928
50 396 2172
244 397 6451
119 398 7823
160 399 9216
127 400 3717
273 401 5052
109 402 1290
335 403 7972
230 404 1908
285 405 7942
152 406 2444
224 407 2130
266 408 1697
133 409 6141
276 410 3184
320 411 9739
229 412 1635
51 413 3628
412 414 589
111 415 2683
220 416 4729
221 417 9443
338 418 3787
353 419 6012
74 420 165
327 421 5252
49 422 2639
165 423 4383
287 424 6206
74 425 7941
378 426 8135
132 427 8291
122 428 2383
64 429 2323
293 430 5759
212 431 3132
303 432 6572
342 433 6747
428 434 9142
1 435 1692
178 436 9680
306 437 4308
134 438 2098
272 439 5382
419 440 7542
91 441 4408
176 442 2544
192 443 1478
49 444 6147
428 445 3711
4 446 1958
277 447 2723
55 448 2529
86 449 1974
81 450 8832
222 451 1948
311 452 9569
323 453 6889
303 454 4084
352 455 7869
7 456 8570
24 457 2894
86 458 569
452 459 8878
87 460 8712
366 461 1933
2 462 7731
278 463 9497
79 464 7502
180 465 9345
40 466 5980
235 467 9250
56 468 963
201 469 5461
133 470 3639
1 471 5900
126 472 6679
223 473 3065
26 474 2240
209 475 4453
160 476 6817
47 477 2641
20 478 3589
69 479 9927
236 480 1996
478 481 1283
100 482 4320
68 483 5690
5 484 253
181 485 7297
252 486 662
347 487 151
158 488 8489
46 489 832
485 490 7834
249 491 2778
318 492 6510
114 493 1426
304 494 4873
239 495 5741
193 496 6300
467 497 6028
494 498 6739
277 499 80
255 500 1293
365 501 5965
266 502 1311
159 503 4991
177 504 2255
137 505 8407
498 506 9328
360 507 5757
4 508 7937
64 509 7136
219 510 443
5 511 9981
502 512 9861
346 513 8894
78 514 8385
449 515 3058
436 516 1537
402 517 5216
409 518 2726
336 519 2304
462 520 2962
260 521 5502
388 522 3917
272 523 4864
509 524 1586
212 525 5066
137 526 2180
178 527 7345
297 528 855
364 529 2148
361 530 9351
204 531 5195
371 532 7130
301 533 240
97 534 6067
279 535 7070
354 536 5119
496 537 6653
452 538 4606
259 539 3880
254 540 971
239 541 5039
76 542 320
121 543 3765
404 544 948
474 545 8536
7 546 1923
274 547 3121
92 548 1940
141 549 1312
80 550 2882
506 551 9714
483 552 8245
233 553 9675
438 554 2869
484 555 7144
518 556 6762
508 557 9368
192 558 9593
506 559 256
440 560 263
113 561 3424
494 562 7399
554 563 8653
492 564 5536
406 565 4820
205 566 9781
192 567 195
291 568 57
442 569 263
319 570 8382
219 571 8309
122 572 7360
150 573 5697
378 574 1196
192 575 6017
413 576 7531
162 577 589
196 578 7485
546 579 5926
368 580 5112
457 581 6674
293 582 6446
457 583 8871
63 584 2343
254 585 7707
576 586 823
179 587 4609
553 588 922
387 589 9731
276 590 5579
468 591 5793
385 592 445
101 593 6631
284 594 5255
61 595 1541
181 596 6354
450 597 3103
312 598 1952
533 599 9107
302 600 4539
193 601 6758
375 602 8747
453 603 1628
412 604 3821
536 605 2842
82 606 1053
250 607 6492
522 608 1206
56 609 9025
174 610 681
513 611 2715
116 612 8257
345 613 3827
611 614 4407
436 615 6652
71 616 9999
171 617 612
336 618 522
238 619 3584
312 620 566
445 621 9565
117 622 3220
52 623 8064
56 624 2263
278 625 2798
135 626 5735
308 627 8443
373 628 6882
131 629 2616
14 630 8919
389 631 765
105 632 9956
343 633 37
334 634 2348
115 635 4117
232 636 151
136 637 9971
506 638 218
168 639 3630
388 640 7252
417 641 852
585 642 4066
277 643 8659
624 644 3064
537 645 233
111 646 8879
579 647 2107
270 648 186
544 649 3628
122 650 8334
450 651 2580
593 652 3865
328 653 1925
31 654 8795
114 655 3877
316 656 2130
224 657 2900
403 658 238
271 659 6417
123 660 9057
34 661 4760
644 662 5565
282 663 2384
588 664 5360
353 665 4196
362 666 7656
231 667 850
61 668 9532
339 669 8228
376 670 6193
601 671 710
412 672 1499
253 673 8057
496 674 3547
462 675 8073
282 676 9135
653 677 4302
319 678 1067
38 679 751
37 680 6096
257 681 6289
332 682 3778
177 683 5637
122 684 7211
91 685 3639
578 686 2863
591 687 5153
687 688 5132
126 689 6048
96 690 1398
262 691 6472
86 692 9128
267 693 7077
219 694 9530
66 695 1973
43 696 3705
240 697 9846
488 698 743
42 699 1300
431 700 1329
286 701 6784
690 702 991
165 703 4520
508 704 9691
664 705 2052
384 706 7270
469 707 2150
477 708 9911
553 709 3892
654 710 1722
323 711 1345
277 712 7631
16 713 4987
344 714 1542
181 715 8181
181 716 4270
62 717 1943
107 718 3849
500 719 3835
149 720 640
68 721 186
472 722 8228
118 723 7537
39 724 9834
288 725 7996
114 726 7916
683 727 1370
382 728 588
81 729 2930
14 730 3545
425 731 1432
316 732 6398
147 733 5721
265 734 968
74 735 6513
138 736 9353
507 737 613
321 738 7025
115 739 9177
154 740 1099
96 741 7319
78 742 4100
131 743 5189
99 744 6392
368 745 8047
417 746 6007
686 747 5368
332 748 7537
61 749 3606
69 750 4125
424 751 9302
694 752 423
39 753 5285
59 754 3764
27 755 2941
366 756 5082
423 757 4094
270 758 6499
531 759 1780
147 760 5487
298 761 6045
18 762 4643
138 763 8307
643 764 4885
249 765 1406
115 766 9160
317 767 6474
121 768 4156
230 769 7325
103 770 2136
419 771 7266
538 772 1602
559 773 6861
284 774 9424
514 775 7904
498 776 3170
72 777 3291
430 778 8270
589 779 2936
96 780 2385
175 781 6568
291 782 8599
425 783 8284
240 784 9269
136 785 9032
255 786 5219
212 787 9384
233 788 7130
65 789 9854
284 790 1437
564 791 1814
786 792 5503
621 793 2257
365 794 2528
756 795 7178
218 796 6530
117 797 4380
488 798 114
535 799 8678
313 800 780
574 801 3528
430 802 5860
745 803 9575
127 804 6948
160 805 4767
222 806 4840
398 807 3722
364 808 7935
753 809 8109
99 810 5660
782 811 558
546 812 3622
316 813 4063
434 814 5791
798 815 7268
173 816 8094
222 817 5029
390 818 6620
730 819 8414
402 820 6254
508 821 9913
232 822 3479
253 823 8023
12 824 1601
646 825 1421
247 826 1374
719 827 1094
711 828 3471
799 829 9733
584 830 7225
548 831 554
203 832 8283
266 833 2756
433 834 4286
424 835 2035
279 836 5211
386 837 1756
276 838 3876
346 839 2275
52 840 2331
351 841 2026
307 842 3764
107 843 7682
567 844 4541
732 845 1258
412 846 1427
713 847 7415
675 848 9562
547 849 3479
183 850 3963
576 851 399
174 852 2937
184 853 3827
213 854 4674
397 855 7938
797 856 7347
767 857 8998
840 858 9311
92 859 2996
207 860 5544
240 861 9988
204 862 2566
370 863 3848
764 864 9962
292 865 7686
858 866 7727
172 867 3572
277 868 5447
215 869 8030
802 870 9404
532 871 7875
858 872 4658
863 873 1769
593 874 947
125 875 1892
305 876 8473
217 877 4376
253 878 4515
275 879 1972
318 880 6197
108 881 4390
444 882 2854
351 883 1006
851 884 2539
453 885 3321
863 886 7578
638 887 5604
586 888 151
878 889 7375
794 890 9196
527 891 321
581 892 8087
275 893 478
234 894 9228
450 895 8283
692 896 7723
472 897 9573
176 898 4617
456 899 8834
402 900 8617
869 901 6777
494 902 9095
232 903 1310
17 904 7371
86 905 8839
802 906 5375
383 907 9750
243 908 2839
517 909 2334
139 910 5932
572 911 6179
419 912 1000
335 913 3256
463 914 8656
301 915 170
174 916 2477
180 917 2046
550 918 6968
291 919 9619
251 920 5007
829 921 9683
117 922 1882
757 923 2093
209 924 2245
695 925 7234
674 926 6145
326 927 7724
362 928 8942
80 929 203
251 930 7912
614 931 3415
388 932 1016
708 933 176
249 934 3380
260 935 4125
750 936 7064
406 937 9576
552 938 4534
295 939 147
263 940 5706
653 941 867
688 942 9508
160 943 9688
228 944 565
387 945 9261
737 946 9139
936 947 3573
908 948 1905
671 949 7835
738 950 4046
591 951 3673
155 952 734
291 953 6113
439 954 1993
877 955 8534
554 956 7768
767 957 7356
356 958 5438
104 959 8835
200 960 5832
802 961 6329
39 962 3982
932 963 1577
654 964 198
816 965 7904
394 966 5910
373 967 5410
568 968 6963
415 969 7728
774 970 7251
775 971 156
694 972 4835
936 973 9166
616 974 5609
792 975 1470
57 976 691
446 977 5964
672 978 9623
140 979 6616
2 980 3889
179 981 7461
4 982 3151
753 983 9581
449 984 8711
803 985 2739
589 986 6193
941 987 3154
608 988 8319
408 989 1904
857 990 2242
530 991 2247
913 992 7309
620 993 6617
82 994 4008
460 995 6479
66 996 3410
88 997 8142
534 998 6514
361 999 1091
0 286 1914
77 968 9523
85 790 8221
98 420 3377
143 822 9240
148 71 9002
153 197 7224
156 513 7231
161 313 4501
163 928 4501
164 91 626
166 52 897
170 974 85
185 665 3890
186 213 964
187 562 2822
189 675 4126
194 341 2832
197 666 3959
199 495 7357
202 606 9272
214 813 1273
227 222 7042
241 244 6218
246 912 3356
256 19 1092
258 24 7880
264 760 2900
268 675 8514
269 823 1080
280 654 6656
281 584 5711
283 760 5877
290 388 1231
296 225 5022
300 477 791
309 471 3233
310 219 6362
314 517 8543
315 155 9319
324 557 3054
325 759 9268
329 272 8010
330 971 3180
331 948 7918
333 556 6037
337 598 8225
340 651 578
341 650 9708
348 697 680
350 952 853
355 428 7535
357 503 8018
358 270 3072
359 433 508
363 163 2793
367 990 1887
369 209 3075
372 96 595
374 191 2460
377 999 7416
379 937 4923
381 672 7398
391 812 6722
392 351 1913
393 700 9238
395 515 7639
396 456 4103
399 92 2983
400 498 5576
401 709 6050
405 639 9142
407 845 8463
410 940 6125
411 111 5626
414 899 6874
416 178 259
418 310 1023
420 707 3931
421 914 2267
422 683 1972
426 467 7907
427 897 4289
429 13 4673
432 512 6767
435 104 2512
437 371 829
441 253 6468
443 358 8117
447 185 3633
448 936 1148
451 172 1351
454 305 1996
455 195 4399
458 109 9855
459 211 1270
461 676 4676
464 83 2610
465 441 486
466 717 1601
470 870 5566
471 525 5954
473 440 2096
475 229 2077
476 334 9509
479 317 3081
480 521 466
481 576 6008
482 108 7602
486 396 8934
487 774 2055
489 122 2585
490 964 9957
491 106 2291
493 336 1810
495 195 6446
497 910 7849
499 957 5279
501 937 3544
503 478 5352
504 838 6422
505 161 8518
510 648 3933
511 829 556
512 274 2534
515 818 1760
516 59 8158
519 635 5483
520 661 5402
521 609 8165
523 15 6928
524 436 6498
525 191 518
526 341 907
528 694 992
529 142 4880
539 133 9755
540 637 3492
541 118 301
542 733 1703
543 622 2745
545 492 68
549 302 750
551 847 7038
555 228 6469
556 301 9082
557 988 1858
558 172 1819
560 116 1519
561 302 2922
562 457 3880
563 19 4831
565 352 4707
566 239 7613
569 99 2640
570 873 8577
571 876 8636
573 307 294
575 396 4908
577 159 6258
580 830 9399
582 232 8039
583 598 6301
587 782 7785
590 336 3888
592 545 9587
594 799 7590
595 392 5604
596 407 8163
597 840 1753
598 159 3835
599 592 1147
600 559 7961
602 944 4700
603 903 4056
604 610 9984
605 675 1818
606 579 4819
607 201 7044
609 201 8144
610 7 6258
612 210 729
613 328 1583
615 747 3724
617 642 1270
618 336 6873
619 475 6648
622 726 6659
623 502 2666
625 525 326
626 237 9140
627 856 5545
628 847 6039
629 16 9757
630 270 3434
631 363 3578
632 422 4792
633 683 1015
634 699 8364
635 885 6004
636 722 2209
637 611 1490
639 713 3348
640 615 9072
